,timestamp,value
235668,2025-06-03 10:29:00,88.9
235669,2025-06-30 01:48:00,27.3
235670,2025-06-11 08:49:00,26.0
235671,2025-06-29 11:49:00,66.7
235672,2025-06-07 15:04:00,13.4
235673,2025-06-07 03:23:00,19.6
235675,2025-06-04 17:51:00,23.4
235676,2025-06-09 01:01:00,8.5
235678,2025-06-01 09:32:00,20.8
235679,2025-06-14 17:35:00,3.9
235680,2025-06-13 08:29:00,49.5
235682,2025-06-22 02:29:00,41.4
235683,2025-06-09 04:43:00,58.0
235684,2025-06-04 05:12:00,20.9
235685,2025-06-12 08:36:00,25.6
235686,2025-06-05 22:30:00,38.5
235687,2025-06-05 17:29:00,60.6
235689,2025-06-06 12:37:00,20.5
235690,2025-06-27 15:32:00,34.2
235691,2025-06-28 08:56:00,96.1
235692,2025-06-10 16:47:00,42.6
235693,2025-06-27 00:03:00,90.9
235694,2025-06-29 21:03:00,27.8
235695,2025-06-12 01:20:00,0.5
235696,2025-06-01 23:30:00,55.7
235697,2025-06-01 23:39:00,72.3
235698,2025-06-28 07:47:00,17.1
235699,2025-06-03 23:35:00,76.2
235700,2025-06-13 13:06:00,25.8
235701,2025-06-17 08:34:00,51.9
235702,2025-06-27 10:01:00,95.0
235703,2025-06-14 16:57:00,63.6
235704,2025-06-20 07:31:00,46.5
235705,2025-06-30 09:23:00,58.7
235706,2025-06-02 19:41:00,77.0
235707,2025-06-30 18:02:00,58.5
235708,2025-06-30 13:01:00,39.0
235709,2025-06-10 02:34:00,67.0
235710,2025-06-01 10:44:00,12.6
235711,2025-06-24 03:47:00,61.7
235712,2025-06-15 04:08:00,87.5
235713,2025-06-09 09:31:00,69.6
235714,2025-06-07 01:11:00,54.1
235715,2025-06-25 23:04:00,81.3
235716,2025-06-11 15:36:00,93.4
235718,2025-06-05 13:16:00,2.3
235719,2025-06-16 09:37:00,67.1
235721,2025-06-13 22:50:00,0.9
235723,2025-06-18 06:24:00,13.4
235725,2025-06-19 12:16:00,83.0
235726,2025-06-19 18:54:00,29.2
235728,2025-06-15 08:11:00,73.8
235729,2025-06-27 22:44:00,15.8
235732,2025-06-23 15:22:00,27.0
235733,2025-06-20 16:36:00,4.1
235734,2025-06-22 10:20:00,24.8
235735,2025-06-29 03:20:00,42.7
235736,2025-06-09 01:47:00,25.3
235737,2025-06-04 07:43:00,87.7
235738,2025-06-20 19:55:00,16.3
235739,2025-06-02 07:54:00,47.2
235740,2025-06-02 01:05:00,46.2
235741,2025-06-28 21:03:00,66.4
235742,2025-06-15 10:04:00,87.1
235743,2025-06-26 18:01:00,93.0
235745,2025-06-13 05:20:00,47.2
235746,2025-06-30 01:49:00,21.7
235747,2025-06-18 03:52:00,13.5
235748,2025-06-23 04:49:00,18.6
235749,2025-06-27 01:37:00,41.0
235750,2025-06-26 11:53:00,37.9
235751,2025-06-03 08:34:00,67.8
235752,2025-06-23 18:35:00,76.4
235753,2025-06-22 07:14:00,22.1
235754,2025-06-09 06:21:00,62.9
235755,2025-06-19 21:13:00,63.8
235756,2025-06-19 19:11:00,77.8
235758,2025-06-22 05:47:00,73.6
235759,2025-06-21 10:18:00,70.1
235760,2025-06-15 00:17:00,2.9
235761,2025-06-19 19:01:00,17.0
235762,2025-06-13 14:28:00,40.3
235763,2025-06-12 06:55:00,51.4
235764,2025-06-19 20:14:00,44.0
235765,2025-06-27 01:46:00,87.3
235766,2025-06-20 07:51:00,55.5
235768,2025-06-18 10:42:00,84.6
235769,2025-06-23 19:01:00,14.0
235770,2025-06-29 13:17:00,23.9
235771,2025-06-16 14:01:00,39.6
235772,2025-06-09 09:07:00,56.9
235774,2025-06-25 14:30:00,54.1
235775,2025-06-18 23:48:00,62.8
235776,2025-06-26 07:23:00,94.9
235777,2025-06-01 05:30:00,45.6
235778,2025-06-21 13:02:00,23.3
235779,2025-06-22 17:06:00,58.5
235781,2025-06-29 15:59:00,5.0
235782,2025-06-29 20:41:00,19.5
235783,2025-06-24 21:26:00,96.0
235784,2025-06-29 08:31:00,65.6
235785,2025-06-15 13:58:00,67.3
235786,2025-06-30 04:31:00,77.6
235787,2025-06-29 14:06:00,21.6
235788,2025-06-25 10:33:00,45.8
235789,2025-06-28 16:30:00,71.9
235790,2025-06-15 12:59:00,48.9
235791,2025-06-05 14:22:00,99.0
235792,2025-06-03 16:21:00,72.8
235793,2025-06-25 13:59:00,17.1
235794,2025-06-14 19:21:00,67.7
235795,2025-06-12 12:35:00,27.6
235796,2025-06-14 10:19:00,65.4
235797,2025-06-22 20:27:00,1.0
235798,2025-06-19 18:27:00,84.7
235800,2025-06-17 21:50:00,72.5
235801,2025-06-15 21:26:00,95.4
235803,2025-06-29 04:53:00,99.1
235804,2025-06-05 23:20:00,42.1
235805,2025-06-24 03:21:00,77.2
235806,2025-06-22 12:21:00,89.2
235807,2025-06-16 13:07:00,59.1
235808,2025-06-02 10:05:00,59.6
235809,2025-06-22 14:32:00,2.5
235810,2025-06-05 23:41:00,68.2
235811,2025-06-23 01:09:00,39.4
235812,2025-06-18 14:06:00,47.7
235814,2025-06-13 07:54:00,24.1
235815,2025-06-07 16:00:00,2.6
235817,2025-06-01 09:57:00,83.6
235818,2025-06-02 21:35:00,0.7
235819,2025-06-22 13:55:00,76.0
235820,2025-06-23 11:11:00,82.5
235821,2025-06-22 07:28:00,47.4
235822,2025-06-11 03:04:00,6.1
235823,2025-06-15 01:21:00,96.4
235824,2025-06-06 21:57:00,10.2
235825,2025-06-22 22:28:00,69.0
235827,2025-06-04 05:08:00,30.0
235828,2025-06-06 01:24:00,65.7
235830,2025-06-21 13:48:00,43.5
235831,2025-06-20 14:57:00,14.2
235832,2025-06-10 15:45:00,79.6
235834,2025-06-18 18:14:00,72.1
235835,2025-06-05 03:27:00,36.7
235836,2025-06-28 19:10:00,28.4
235838,2025-06-28 07:19:00,67.5
235839,2025-06-29 02:54:00,63.8
235840,2025-06-22 07:23:00,56.2
235841,2025-06-27 15:42:00,1.9
235842,2025-06-26 10:04:00,83.9
235843,2025-06-18 10:53:00,22.7
235844,2025-06-08 01:59:00,52.4
235846,2025-06-11 15:35:00,25.5
235847,2025-06-13 10:37:00,98.7
235848,2025-06-20 15:44:00,74.2
235849,2025-06-12 05:23:00,48.5
235850,2025-06-17 07:42:00,9.8
235851,2025-06-14 00:37:00,35.0
235852,2025-06-07 18:54:00,49.1
235853,2025-06-13 04:22:00,60.5
235855,2025-06-25 19:15:00,66.4
235856,2025-06-10 14:22:00,46.4
235858,2025-06-02 13:05:00,86.9
235859,2025-06-13 13:57:00,77.8
235860,2025-06-26 00:30:00,62.9
235861,2025-06-08 10:05:00,95.9
235862,2025-06-10 12:10:00,36.2
235863,2025-06-26 09:34:00,76.8
235864,2025-06-06 10:45:00,41.5
235865,2025-06-19 21:18:00,28.9
235866,2025-06-27 23:12:00,57.0
235867,2025-06-02 22:06:00,58.4
235868,2025-06-10 12:15:00,19.5
235869,2025-06-28 19:24:00,68.6
235870,2025-06-03 06:24:00,11.3
235871,2025-06-19 07:51:00,80.5
235872,2025-06-27 00:57:00,21.8
235873,2025-06-21 22:45:00,27.4
235876,2025-06-12 23:17:00,51.1
235877,2025-06-01 08:31:00,76.3
235878,2025-06-11 02:16:00,47.9
235880,2025-06-25 08:23:00,3.9
235881,2025-06-26 18:52:00,39.8
235882,2025-06-09 08:09:00,81.5
235883,2025-06-29 00:22:00,77.2
235884,2025-06-26 20:37:00,4.8
235885,2025-06-20 07:33:00,32.5
235886,2025-06-21 21:02:00,88.1
235887,2025-06-21 18:44:00,18.9
235888,2025-06-12 12:48:00,66.1
235889,2025-06-18 07:09:00,6.3
235890,2025-06-11 15:43:00,5.9
235891,2025-06-07 02:11:00,80.4
235893,2025-06-04 07:02:00,49.4
235894,2025-06-09 11:30:00,67.1
235895,2025-06-16 12:37:00,69.1
235896,2025-06-17 00:04:00,72.6
235897,2025-06-18 02:16:00,83.7
235898,2025-06-28 06:59:00,62.0
235899,2025-06-26 06:34:00,39.1
235900,2025-06-15 05:40:00,88.0
235901,2025-06-03 19:25:00,31.3
235902,2025-06-02 20:41:00,20.0
235903,2025-06-18 01:32:00,94.6
235904,2025-06-05 16:28:00,79.1
235905,2025-06-13 21:18:00,24.8
235906,2025-06-21 16:48:00,88.2
235907,2025-06-11 18:57:00,49.6
235908,2025-06-02 09:30:00,86.9
235909,2025-06-28 12:40:00,94.8
235911,2025-06-27 20:50:00,35.1
235912,2025-06-13 01:07:00,94.8
235913,2025-06-19 05:30:00,13.6
235915,2025-06-01 17:13:00,47.1
235916,2025-06-26 16:52:00,33.4
235917,2025-06-24 21:25:00,50.7
235918,2025-06-17 20:20:00,45.0
235919,2025-06-28 22:38:00,7.5
235920,2025-06-20 07:06:00,17.1
235921,2025-06-23 23:37:00,94.7
235922,2025-06-24 13:14:00,47.6
235923,2025-06-24 00:54:00,36.0
235924,2025-06-26 21:52:00,0.6
235925,2025-06-16 01:16:00,91.4
235926,2025-06-24 22:13:00,64.7
235927,2025-06-25 19:55:00,94.9
235928,2025-06-25 10:00:00,4.6
235930,2025-06-07 18:00:00,45.6
235931,2025-06-04 08:36:00,52.2
235932,2025-06-18 18:30:00,14.9
235933,2025-06-16 16:40:00,25.3
235934,2025-06-25 22:09:00,2.4
235935,2025-06-08 07:05:00,48.0
235936,2025-06-05 01:08:00,89.6
235937,2025-06-06 20:14:00,54.1
235938,2025-06-15 02:27:00,70.9
235939,2025-06-27 10:18:00,42.0
235940,2025-06-25 20:31:00,68.7
235941,2025-06-23 18:10:00,68.8
235942,2025-06-11 02:07:00,19.9
235943,2025-06-04 23:16:00,6.0
235944,2025-06-12 04:40:00,46.2
235945,2025-06-03 21:27:00,4.0
235947,2025-06-19 04:14:00,55.7
235948,2025-06-28 01:25:00,0.8
235950,2025-06-06 11:05:00,74.5
235951,2025-06-18 15:38:00,13.7
235953,2025-06-17 03:15:00,0.1
235954,2025-06-14 00:12:00,14.6
235955,2025-06-04 02:42:00,58.9
235956,2025-06-07 10:16:00,48.0
235957,2025-06-18 21:33:00,83.9
235958,2025-06-07 20:24:00,97.6
235959,2025-06-15 01:48:00,76.1
235960,2025-06-06 20:54:00,17.4
235961,2025-06-21 00:37:00,4.6
235962,2025-06-30 00:49:00,42.0
235963,2025-06-15 04:26:00,52.4
235964,2025-06-26 22:43:00,66.8
235965,2025-06-25 10:14:00,59.4
235966,2025-06-25 05:16:00,75.2
235967,2025-06-04 21:45:00,53.9
235968,2025-06-12 09:06:00,84.7
235969,2025-06-20 05:09:00,22.8
235970,2025-06-29 12:59:00,70.7
235971,2025-06-11 15:48:00,4.5
235972,2025-06-10 10:47:00,19.9
235973,2025-06-30 03:22:00,73.5
235975,2025-06-21 07:11:00,39.8
235977,2025-06-29 15:12:00,87.4
235978,2025-06-13 19:02:00,72.6
235979,2025-06-04 13:04:00,92.6
235980,2025-06-20 08:24:00,73.8
235981,2025-06-18 16:08:00,15.0
235982,2025-06-19 07:54:00,4.7
235983,2025-06-15 15:58:00,42.2
235984,2025-06-29 09:53:00,77.6
235985,2025-06-24 16:08:00,9.2
235986,2025-06-19 06:59:00,12.4
235987,2025-06-20 13:24:00,10.8
235989,2025-06-25 00:32:00,16.2
235992,2025-06-11 02:51:00,57.9
235993,2025-06-02 07:36:00,77.9
235994,2025-06-11 13:18:00,28.5
235995,2025-06-04 09:06:00,76.5
235996,2025-06-09 11:02:00,33.9
235997,2025-06-07 08:03:00,18.8
235998,2025-06-21 04:16:00,34.8
235999,2025-06-28 10:11:00,8.0
236001,2025-06-23 14:13:00,7.1
236002,2025-06-09 17:57:00,41.7
236003,2025-06-17 08:43:00,41.2
236005,2025-06-19 03:57:00,95.3
236006,2025-06-17 15:43:00,78.9
236007,2025-06-14 23:58:00,69.3
236008,2025-06-30 01:00:00,40.1
236009,2025-06-24 17:57:00,1.6
236010,2025-06-12 14:16:00,73.6
236011,2025-06-23 20:09:00,41.1
236012,2025-06-17 20:28:00,85.9
236013,2025-06-14 01:13:00,85.0
236014,2025-06-26 13:37:00,48.2
236015,2025-06-18 03:20:00,0.4
236016,2025-06-08 15:48:00,42.5
236017,2025-06-25 22:01:00,39.5
236018,2025-06-17 19:27:00,98.7
236019,2025-06-26 16:58:00,52.7
236020,2025-06-27 20:29:00,65.3
236021,2025-06-08 21:52:00,36.2
236022,2025-06-08 04:33:00,79.2
236023,2025-06-23 12:11:00,57.5
236024,2025-06-16 11:14:00,49.4
236026,2025-06-19 05:22:00,26.0
236027,2025-06-27 17:39:00,0.6
236028,2025-06-15 13:41:00,34.1
236029,2025-06-30 12:04:00,87.9
236030,2025-06-08 08:49:00,3.8
236031,2025-06-10 15:26:00,38.5
236032,2025-06-10 06:06:00,20.1
236033,2025-06-12 08:47:00,48.4
236034,2025-06-21 12:56:00,22.2
236035,2025-06-29 06:16:00,68.5
236036,2025-06-22 02:50:00,56.8
236037,2025-06-23 03:33:00,97.3
236038,2025-06-05 20:25:00,61.1
236039,2025-06-28 06:34:00,45.8
236040,2025-06-28 17:36:00,37.3
236042,2025-06-08 09:01:00,3.2
236043,2025-06-20 10:48:00,90.4
236044,2025-06-02 03:28:00,65.6
236045,2025-06-28 14:56:00,24.7
236047,2025-06-30 09:42:00,63.2
236048,2025-06-04 13:48:00,90.1
236049,2025-06-24 07:06:00,97.0
236050,2025-06-25 20:08:00,86.2
236051,2025-06-05 14:30:00,52.1
236052,2025-06-05 21:57:00,36.4
236053,2025-06-06 11:01:00,27.4
236054,2025-06-27 20:05:00,55.4
236055,2025-06-14 04:51:00,50.0
236056,2025-06-08 09:46:00,32.1
236057,2025-06-27 21:55:00,10.0
236059,2025-06-09 09:42:00,79.6
236060,2025-06-15 19:12:00,2.8
236061,2025-06-30 22:47:00,9.9
236062,2025-06-24 21:31:00,38.7
236064,2025-06-01 16:55:00,18.9
236065,2025-06-14 20:51:00,8.2
236067,2025-06-24 16:54:00,6.2
236068,2025-06-27 07:32:00,58.7
236069,2025-06-27 06:06:00,96.4
236070,2025-06-18 22:15:00,61.1
236072,2025-06-12 00:29:00,52.4
236073,2025-06-30 17:52:00,57.0
236075,2025-06-30 21:23:00,84.4
236077,2025-06-09 07:51:00,49.9
236081,2025-06-30 07:02:00,12.3
236082,2025-06-11 18:36:00,87.0
236083,2025-06-03 10:38:00,16.9
236084,2025-06-14 13:59:00,68.4
236085,2025-06-10 12:51:00,41.6
236086,2025-06-08 23:15:00,90.2
236087,2025-06-06 07:00:00,63.8
236088,2025-06-22 09:51:00,95.1
236089,2025-06-08 16:10:00,80.2
236090,2025-06-23 14:49:00,10.9
236091,2025-06-10 02:00:00,43.7
236092,2025-06-14 01:41:00,32.3
236093,2025-06-17 12:12:00,42.3
236094,2025-06-18 17:10:00,82.3
236095,2025-06-23 03:17:00,74.9
236096,2025-06-01 22:33:00,61.3
236097,2025-06-01 20:30:00,79.7
236098,2025-06-15 19:28:00,52.8
236099,2025-06-11 01:07:00,38.4
236101,2025-06-09 19:59:00,65.7
236102,2025-06-08 21:02:00,21.1
236103,2025-06-12 20:36:00,10.8
236104,2025-06-29 17:37:00,32.3
236105,2025-06-14 00:16:00,1.4
236109,2025-06-10 14:19:00,36.1
236110,2025-06-30 07:41:00,54.6
236113,2025-06-26 07:19:00,57.8
236114,2025-06-17 20:10:00,50.3
236115,2025-06-04 09:29:00,23.7
236116,2025-06-27 23:55:00,74.9
236117,2025-06-09 18:26:00,11.0
236118,2025-06-07 04:40:00,45.6
236119,2025-06-16 03:44:00,54.2
236120,2025-06-07 05:25:00,16.3
236121,2025-06-27 23:26:00,83.0
236122,2025-06-12 06:00:00,43.8
236123,2025-06-26 12:51:00,29.7
236125,2025-06-26 06:42:00,53.7
236126,2025-06-16 07:23:00,87.3
236127,2025-06-23 14:58:00,58.9
236128,2025-06-07 04:20:00,28.0
236129,2025-06-27 12:20:00,71.5
236130,2025-06-29 09:40:00,19.0
236131,2025-06-07 09:23:00,66.2
236132,2025-06-16 14:00:00,78.0
236133,2025-06-13 04:24:00,78.1
236134,2025-06-27 23:21:00,22.2
236135,2025-06-10 11:33:00,20.3
236136,2025-06-11 21:49:00,26.6
236137,2025-06-06 14:56:00,76.2
236138,2025-06-02 05:04:00,1.6
236140,2025-06-24 04:03:00,65.9
236142,2025-06-20 16:37:00,5.7
236143,2025-06-28 15:57:00,11.3
236144,2025-06-19 22:52:00,23.9
236145,2025-06-22 04:44:00,75.8
236146,2025-06-18 06:03:00,43.3
236147,2025-06-05 17:53:00,17.3
236148,2025-06-20 02:12:00,1.1
236149,2025-06-09 20:38:00,94.2
236150,2025-06-09 10:57:00,74.1
236151,2025-06-04 05:53:00,3.0
236152,2025-06-13 17:00:00,81.6
236153,2025-06-22 23:28:00,83.7
236154,2025-06-28 17:43:00,67.7
236156,2025-06-29 13:53:00,99.5
236157,2025-06-20 04:48:00,2.8
236158,2025-06-18 13:36:00,4.2
236159,2025-06-20 02:24:00,74.2
236160,2025-06-01 20:50:00,49.3
236161,2025-06-22 00:39:00,15.3
236162,2025-06-11 18:18:00,4.1
236163,2025-06-06 01:33:00,63.3
236165,2025-06-14 03:54:00,87.9
236166,2025-06-28 00:08:00,81.4
236167,2025-06-01 22:03:00,71.5
236168,2025-06-24 15:56:00,82.9
236169,2025-06-19 15:33:00,32.7
236170,2025-06-14 13:35:00,63.6
236171,2025-06-11 19:04:00,75.9
236172,2025-06-05 17:41:00,28.5
236173,2025-06-19 16:40:00,39.4
236174,2025-06-28 14:40:00,65.1
236175,2025-06-04 03:41:00,58.8
236176,2025-06-07 05:25:00,18.6
236177,2025-06-17 02:42:00,3.3
236178,2025-06-26 00:14:00,67.7
236179,2025-06-06 10:36:00,34.1
236180,2025-06-29 21:03:00,78.5
236182,2025-06-26 08:59:00,48.4
236184,2025-06-02 11:26:00,69.1
236185,2025-06-24 15:09:00,93.2
236186,2025-06-14 07:03:00,73.7
236187,2025-06-30 18:47:00,22.7
236188,2025-06-29 20:14:00,89.9
236189,2025-06-11 21:31:00,61.2
236190,2025-06-26 09:19:00,14.7
236192,2025-06-25 07:04:00,59.3
236193,2025-06-25 20:42:00,0.5
236194,2025-06-22 02:10:00,66.6
236195,2025-06-08 07:13:00,88.7
236196,2025-06-19 03:00:00,38.9
236197,2025-06-07 04:39:00,67.3
236198,2025-06-04 12:49:00,48.5
236199,2025-06-19 09:32:00,98.0
236200,2025-06-23 11:14:00,94.3
236201,2025-06-21 07:48:00,29.1
236202,2025-06-30 06:37:00,85.8
236203,2025-06-25 11:10:00,97.3
236204,2025-06-21 23:54:00,42.0
236205,2025-06-24 10:10:00,65.7
236206,2025-06-26 05:20:00,36.0
236207,2025-06-15 01:41:00,63.3
236208,2025-06-19 21:32:00,28.2
236210,2025-06-30 07:09:00,29.7
236212,2025-06-17 23:38:00,72.9
236214,2025-06-12 15:00:00,29.7
236215,2025-06-19 14:36:00,2.2
236216,2025-06-26 02:36:00,21.0
236217,2025-06-12 18:54:00,10.9
236218,2025-06-02 05:11:00,34.5
236219,2025-06-03 05:36:00,72.3
236220,2025-06-18 00:28:00,60.1
236221,2025-06-12 04:44:00,33.7
236222,2025-06-09 03:40:00,80.4
236223,2025-06-10 03:58:00,59.8
236224,2025-06-24 01:39:00,1.3
236225,2025-06-27 10:51:00,85.7
236226,2025-06-13 02:53:00,68.9
236227,2025-06-29 13:27:00,48.7
236228,2025-06-04 17:36:00,29.4
236229,2025-06-04 07:59:00,34.1
236230,2025-06-08 15:53:00,78.6
236231,2025-06-14 13:15:00,72.5
236233,2025-06-02 07:15:00,41.5
236234,2025-06-14 14:43:00,98.6
236236,2025-06-13 19:13:00,90.7
236239,2025-06-26 16:10:00,69.6
236241,2025-06-10 17:32:00,84.9
236242,2025-06-04 00:08:00,96.8
236243,2025-06-12 05:04:00,99.0
236244,2025-06-13 09:31:00,57.6
236245,2025-06-05 09:30:00,50.9
236246,2025-06-30 16:51:00,18.2
236247,2025-06-19 07:11:00,24.8
236249,2025-06-13 08:05:00,83.6
236250,2025-06-10 11:30:00,18.0
236251,2025-06-09 08:54:00,42.9
236252,2025-06-25 15:40:00,54.9
236253,2025-06-19 00:27:00,37.5
236254,2025-06-19 22:58:00,21.3
236256,2025-06-28 06:45:00,49.3
236257,2025-06-12 07:24:00,31.9
236258,2025-06-07 22:53:00,0.7
236259,2025-06-16 03:34:00,7.1
236260,2025-06-08 03:38:00,45.5
236261,2025-06-23 13:18:00,84.0
236262,2025-06-03 11:20:00,72.9
236263,2025-06-05 18:34:00,85.1
236264,2025-06-15 06:26:00,16.0
236265,2025-06-25 16:22:00,63.3
236266,2025-06-05 11:01:00,46.9
236267,2025-06-24 14:13:00,0.8
236268,2025-06-09 10:30:00,65.6
236269,2025-06-17 05:39:00,69.5
236270,2025-06-20 12:00:00,2.8
236271,2025-06-18 20:59:00,64.5
236272,2025-06-12 08:32:00,33.0
236273,2025-06-02 08:47:00,23.6
236275,2025-06-10 01:11:00,31.4
236276,2025-06-01 11:00:00,78.5
236278,2025-06-14 19:15:00,77.9
236279,2025-06-25 04:24:00,22.4
236280,2025-06-30 19:17:00,68.3
236282,2025-06-04 11:39:00,38.0
236283,2025-06-16 23:49:00,39.6
236284,2025-06-06 18:26:00,40.2
236285,2025-06-27 03:06:00,67.7
236286,2025-06-25 00:08:00,90.4
236287,2025-06-17 04:20:00,98.2
236288,2025-06-13 17:31:00,52.1
236290,2025-06-04 04:26:00,56.0
236291,2025-06-26 21:01:00,41.7
236293,2025-06-12 20:25:00,35.8
236294,2025-06-08 01:25:00,4.6
236295,2025-06-16 05:13:00,20.2
236296,2025-06-07 06:42:00,38.5
236297,2025-06-25 02:59:00,38.2
236298,2025-06-08 22:34:00,75.8
236300,2025-06-22 11:56:00,31.2
236301,2025-06-28 09:05:00,17.9
236302,2025-06-26 00:55:00,98.6
236303,2025-06-24 04:34:00,13.9
236304,2025-06-20 19:19:00,32.2
236305,2025-06-02 12:39:00,43.1
236306,2025-06-29 01:53:00,76.2
236307,2025-06-11 05:46:00,77.2
236308,2025-06-12 15:08:00,24.1
236309,2025-06-03 17:25:00,78.0
236310,2025-06-05 19:00:00,89.7
236311,2025-06-10 01:23:00,97.4
236312,2025-06-25 01:03:00,82.9
236313,2025-06-20 11:07:00,90.1
236314,2025-06-16 17:49:00,77.4
236316,2025-06-24 19:43:00,43.6
236317,2025-06-18 20:06:00,69.3
236318,2025-06-08 09:49:00,11.6
236319,2025-06-01 20:56:00,23.6
236320,2025-06-21 15:08:00,26.5
236321,2025-06-23 07:16:00,2.5
236322,2025-06-27 15:38:00,70.9
236323,2025-06-10 15:50:00,41.0
236324,2025-06-23 15:34:00,50.4
236325,2025-06-14 15:54:00,12.9
236327,2025-06-22 18:44:00,86.9
236328,2025-06-20 06:44:00,48.5
236329,2025-06-29 21:02:00,90.1
236330,2025-06-17 05:43:00,82.1
236331,2025-06-13 12:47:00,29.1
236333,2025-06-24 08:21:00,94.5
236334,2025-06-03 22:10:00,53.5
236335,2025-06-17 01:48:00,95.0
236336,2025-06-01 10:30:00,13.6
236337,2025-06-27 06:07:00,28.3
236338,2025-06-17 19:01:00,51.6
236339,2025-06-27 21:12:00,92.2
236340,2025-06-24 16:29:00,99.3
236341,2025-06-21 23:21:00,7.2
236344,2025-06-30 20:42:00,99.7
236345,2025-06-02 23:49:00,67.3
236346,2025-06-16 00:07:00,37.7
236347,2025-06-18 15:51:00,44.6
236348,2025-06-14 19:03:00,97.9
236349,2025-06-15 22:57:00,72.1
236350,2025-06-17 15:27:00,70.9
236351,2025-06-06 18:54:00,7.3
236352,2025-06-04 14:23:00,13.7
236354,2025-06-03 19:42:00,91.5
236355,2025-06-23 10:26:00,15.1
236358,2025-06-27 11:48:00,94.8
236360,2025-06-22 10:01:00,17.5
236362,2025-06-27 14:38:00,29.1
236363,2025-06-15 14:16:00,55.2
236364,2025-06-18 16:26:00,57.0
236365,2025-06-06 15:50:00,3.7
236366,2025-06-14 22:04:00,80.9
236367,2025-06-13 05:13:00,72.6
236368,2025-06-21 13:59:00,26.0
236369,2025-06-05 08:48:00,85.0
236370,2025-06-19 19:03:00,64.2
236371,2025-06-02 02:06:00,91.6
236372,2025-06-29 18:34:00,68.2
236373,2025-06-29 18:59:00,6.4
236374,2025-06-01 06:40:00,79.6
236375,2025-06-04 20:12:00,89.5
236377,2025-06-29 06:42:00,1.3
236379,2025-06-20 01:26:00,89.6
236380,2025-06-22 03:54:00,84.1
236381,2025-06-07 00:35:00,27.1
236383,2025-06-02 13:02:00,0.5
236384,2025-06-26 11:01:00,30.1
236385,2025-06-07 07:35:00,77.3
236387,2025-06-06 10:47:00,19.7
236388,2025-06-22 02:11:00,69.7
236389,2025-06-24 10:39:00,70.0
236390,2025-06-27 12:00:00,75.8
236391,2025-06-16 00:54:00,97.4
236393,2025-06-27 11:05:00,15.5
236394,2025-06-15 02:39:00,96.3
236395,2025-06-19 22:30:00,99.1
236396,2025-06-02 11:50:00,12.0
236398,2025-06-26 10:15:00,31.8
236402,2025-06-30 07:32:00,29.2
236404,2025-06-20 13:03:00,14.1
236405,2025-06-25 00:01:00,4.8
236406,2025-06-15 19:12:00,13.1
236407,2025-06-13 13:23:00,41.3
236408,2025-06-21 05:00:00,81.8
236409,2025-06-01 01:08:00,18.2
236412,2025-06-17 07:37:00,72.0
236413,2025-06-30 02:21:00,29.0
236414,2025-06-05 05:38:00,18.0
236415,2025-06-04 10:02:00,37.4
236416,2025-06-20 01:20:00,39.2
236417,2025-06-13 22:22:00,99.8
236418,2025-06-29 09:34:00,19.9
236419,2025-06-17 23:20:00,10.2
236420,2025-06-16 06:16:00,37.1
236421,2025-06-12 02:03:00,27.6
236422,2025-06-26 07:55:00,4.3
236423,2025-06-28 04:40:00,28.9
